Date,EW_gross_nav,EW_net_nav,60_40_gross_nav,60_40_net_nav
2013-05-27,2225426.673278224,1475648.1091161119,1947384.1994549867,1326797.4608227853
2013-05-28,2219308.47240173,1471474.1040349198,1938241.9188759562,1320463.314270355
2013-05-29,2209026.8944120524,1464540.2978895572,1926955.945800786,1312669.7367757978
2013-05-30,2214417.013348351,1467997.6047246892,1926349.4338877038,1312152.3921154214
2013-05-31,2183308.1953193597,1447258.2106487907,1906064.527553095,1298230.98400825
2013-06-03,2198928.0467187986,1457497.342076473,1912879.345220822,1302769.559422739
2013-06-04,2187051.13510463,1449509.392310997,1905153.955108972,1297404.7756331475
2013-06-05,2170616.866842529,1438502.2306064407,1891870.5609800138,1288255.8509327718
2013-06-06,2187722.7198151713,1449724.3838814395,1904425.6318293358,1296702.8949227757
2013-06-07,2185423.386556426,1448085.6417565467,1908535.8537629573,1299398.5878267407
2013-06-10,2183170.090164348,1446477.655280788,1903731.5774276385,1296024.5400163527
2013-06-11,2165673.750610377,1434770.5089392092,1891382.3691401617,1287514.5729175238
2013-06-12,2156996.6926713176,1428908.0407053719,1879270.2562999702,1279167.3500134256
2013-06-13,2182979.7861274504,1446007.2028016,1906179.6283574386,1297382.295003202
2013-06-14,2179932.169369532,1443873.6970407397,1902058.7737077237,1294474.5957024833
2013-06-17,2187635.8735955115,1448861.6369221562,1909745.4818440008,1299603.1640103336
2013-06-18,2190820.6070198575,1450855.8828715906,1916990.2296186795,1304430.152807058
2013-06-19,2152034.8334673597,1425055.1237359296,1882264.3241586022,1280697.127890388
2013-06-20,2082695.2995305406,1379026.1046510744,1840059.1594440115,1251878.9906975061
2013-06-21,2091527.0825714916,1384764.493565599,1839654.6013796786,1251504.395299111
2013-06-24,2073004.6967029197,1372391.2351006563,1825756.7624121346,1241950.4651184697
2013-06-25,2087213.8543563292,1381689.2033622034,1839196.0214589501,1250993.8021551084
2013-06-26,2083459.0840794272,1379093.9709792112,1852832.6771302738,1260169.967470835
2013-06-27,2092459.7708784323,1384942.3000545655,1870165.045139948,1271858.2443653357
2013-06-28,2098293.4701650282,1388693.5511383926,1864714.833786817,1268050.733987893
2013-07-01,2111068.5392656852,1397038.1394823466,1869885.0906789713,1271465.9935192803
2013-07-02,2111425.2671595523,1397163.3346346999,1873681.642492311,1273946.6253200679
2013-07-03,2110567.6044004173,1396484.919707811,1870035.0282541194,1271366.1261100625
2013-07-04,2110567.6044004173,1396374.0875713262,1870035.0282541194,1271265.2240365616
2013-07-05,2098721.5310201617,1388425.775456379,1861455.7341882624,1265332.055159235
2013-07-08,2111666.0592593267,1396879.1376475827,1870645.2130787175,1271478.2173793812
2013-07-09,2127667.5799088934,1407353.3713646776,1881974.5019140004,1279077.8280649225
2013-07-10,2128893.190675504,1408052.361301271,1880691.0413790524,1278104.01418781
2013-07-11,2171855.289734797,1436355.7919655188,1912177.3560233184,1299400.4488103413
2013-07-12,2165756.195249688,1432208.1613130888,1906845.7808765569,1295674.3047536311
2013-07-15,2173452.200622408,1437183.8395716194,1914666.412146401,1300885.4800168776
2013-07-16,2174536.954869216,1437787.0654041544,1913619.9527028645,1300071.2371867
2013-07-17,2174983.099717738,1437967.9428529516,1920508.4278213722,1304647.9351663128
2013-07-18,2184348.207558711,1444045.4641589003,1924833.045574202,1307482.2093634408
2013-07-19,2190732.0877174013,1448151.161242873,1929153.4019152648,1310313.1313308016
2013-07-22,2208394.7819039854,1459711.892303721,1933166.4956034613,1312934.8983184975
2013-07-23,2210377.821476421,1460906.798034014,1931840.2427594978,1311929.9554530578
2013-07-24,2189005.1098223967,1446664.9694818985,1917205.4306618865,1301887.2024795571
2013-07-25,2196339.216550886,1451397.103417359,1920613.8034491143,1304098.3493814564
2013-07-26,2195211.752597088,1450536.85616692,1919638.0946239524,1303332.342419108
2013-07-29,2184447.613668583,1443309.0808375443,1910360.3917502887,1296929.835695851
2013-07-30,2181758.6514754053,1441417.8803468542,1908937.309199978,1295860.7843186457
2013-07-31,2175720.0295145134,1437313.9584851854,1904392.8251151456,1292672.9659303224
2013-08-01,2176536.117850099,1437739.0063963656,1905763.625940457,1293500.8516471945
2013-08-02,2181539.817548423,1440930.158501274,1914144.303972454,1299086.4188309954
2013-08-05,2176014.1649398915,1437166.046883815,1910092.328099619,1296233.3324123353
2013-08-06,2165523.1906059817,1430123.137757075,1906254.163046572,1293525.7881683316
2013-08-07,2163284.609057789,1428531.264651523,1905119.1972660634,1292652.9743162964
2013-08-08,2179030.7427088637,1438815.8941712172,1911229.8584748248,1296696.5613791093
2013-08-09,2182677.733406226,1441109.8135622675,1914690.9058292862,1298941.8375733024
2013-08-12,2184813.2677795514,1442405.4232458596,1908962.0794386773,1294952.2646703466
2013-08-13,2174286.454080332,1435341.1841930111,1900427.6476617865,1289060.1238433712
2013-08-14,2175267.1384393084,1435874.6606827374,1897874.5530135825,1287226.053316704
2013-08-15,2164238.279677826,1428480.6499395452,1878234.0705153362,1273802.8114540542
2013-08-16,2154197.5115401456,1421739.9846304783,1865524.261150459,1265082.0284064005
2013-08-19,2138977.5742899207,1411582.204131258,1852346.020036537,1256044.9650946255
2013-08-20,2153965.6572712604,1421361.3065821584,1866097.1270185541,1265269.6754556329
2013-08-21,2141303.0809068033,1412892.7048428613,1853852.2355187368,1256866.854490906
2013-08-22,2154192.262580548,1421285.2193389211,1862784.9760205029,1262823.284569075
2013-08-23,2173083.210588383,1433636.2206239253,1875352.4627797257,1271242.8387407833
2013-08-26,2169675.4579870473,1431274.262112315,1871631.4258484119,1268619.5717808292
2013-08-27,2159828.3710825085,1424664.8208897922,1861671.1496906679,1261767.664610708
2013-08-28,2156333.1935091815,1422246.2651144434,1857254.2617847342,1258673.9309890333
2013-08-29,2154741.852309164,1421083.7922488074,1858535.6902732463,1259442.4690940096
2013-08-30,2139631.631672021,1411005.5961304735,1848220.440667747,1252352.3524860402
2013-09-02,2139631.631672021,1410893.611559352,1848220.440667747,1252252.959442192
2013-09-03,2149389.0210306887,1417215.75196759,1849608.364073526,1253093.955181796
2013-09-04,2153523.224030232,1419829.1922437865,1856714.1251171757,1257808.5960278544
2013-09-05,2138010.7144827154,1409489.0282243895,1847282.8104314997,1251319.6395366369
2013-09-06,2156081.134614813,1421290.1346754255,1859694.6334515652,1259627.8975711945
2013-09-09,2175217.6204948938,1433792.118239381,1877615.7769639627,1271666.4642148395
2013-09-10,2173957.8990420913,1432847.9813105129,1880875.9881865093,1273773.6052209255
2013-09-11,2182400.0147300013,1438298.4318820029,1890194.9422416633,1279983.5276779789
2013-09-12,2162612.861611649,1425143.6694507792,1884663.1812325837,1276135.9984413376
2013-09-13,2167975.8067236715,1428564.6984902367,1889386.699682534,1279233.0887373833
2013-09-16,2174487.9023944805,1432742.396817288,1899946.9770064345,1286281.5312209143
2013-09-17,2177487.5604708996,1434605.1236230019,1903179.33782577,1288367.7833095142
2013-09-18,2233266.2705788147,1471240.235281209,1940071.852679143,1313240.123959787
2013-09-19,2227578.370334058,1467376.3721301549,1934553.302773213,1309400.3765143217
2013-09-20,2201581.831209951,1450135.1706145052,1923490.1765379722,1301808.3904459532
2013-09-23,2196637.9539574576,1446763.6536282587,1921850.7279714777,1300595.5018495477
2013-09-24,2193559.1597377844,1444621.056094698,1920228.5822772363,1299394.507216349
2013-09-25,2199311.869016672,1448294.9884588262,1922921.9717689198,1301113.9634291832
2013-09-26,2201191.8819429725,1449418.074060286,1926722.4738514973,1303582.248508273
2013-09-27,2200432.4657449736,1448802.9883527427,1923029.6310224722,1300980.2853138698
2013-09-30,2188301.0550595187,1440700.4722975974,1915424.754838508,1295732.133514038
2013-10-01,2187218.550715484,1439873.4481918477,1924353.6915980892,1301669.4776209362
2013-10-02,2196724.09456396,1446016.7914472593,1925729.8570627517,1302497.0350426906
2013-10-03,2183164.326437839,1436976.1679040247,1914008.2320642667,1294465.5607423808
2013-10-04,2183211.3647259437,1436893.0831527202,1914955.55855338,1295003.513071511
2013-10-07,2181127.8764186823,1435407.7842382912,1910106.980081473,1291621.8463083487
2013-10-08,2166885.6733168107,1425921.0199633222,1898165.0920534248,1283444.185023966
2013-10-09,2163977.820472052,1423894.3365106662,1898790.6454167166,1283765.292234164
2013-10-10,2184859.2868974037,1437521.304313504,1921831.9289754338,1299241.5322048126
2013-10-11,2189126.141768164,1440214.5790794487,1931319.0599429188,1305552.128793021
2013-10-14,2191982.8737016004,1441979.7052544786,1931821.3157850523,1305788.0334083538
2013-10-15,2188385.1767766722,1439498.5441339917,1925896.0637782328,1301679.3068845228
2013-10-16,2207429.0737520447,1451911.1889414175,1945111.7071397672,1314563.514686042
2013-10-17,2239284.0916476664,1472748.2310419932,1963181.5339332824,1326671.3029314547
2013-10-18,2242560.2369299303,1474786.0247087998,1967848.4301582917,1329719.788826615
2013-10-21,2240721.0014508716,1473459.4326375409,1965561.9519495515,1328069.2303575515
2013-10-22,2263356.842632725,1488227.4296462215,1980841.8241241255,1338287.963615663
2013-10-23,2256143.304322342,1483366.1908482464,1977212.3205574022,1335729.60045776
2013-10-24,2263973.6857074313,1488396.772430029,1979551.3338961166,1337203.7388085027
2013-10-25,2273042.717997458,1494240.8697662135,1986466.5139043464,1341768.8743553376
2013-10-28,2269657.8556049615,1491897.1561798137,1982818.5189725081,1339198.3280971542
2013-10-29,2268269.003917323,1490865.8281921614,1984543.9032691326,1340257.3694192849
2013-10-30,2258779.986188281,1484510.6560636424,1975722.4593347611,1334193.4569869144
2013-10-31,2245301.311783906,1475534.4115694612,1969143.1224506018,1329644.5821134723
2013-11-01,2241263.874977141,1472764.0417514264,1965853.6776570217,1327317.8894282964
2013-11-04,2246251.8701003306,1475924.8330750577,1971432.9754194096,1330979.6133391047
2013-11-05,2230678.853926096,1465575.272294051,1956768.3002043297,1320973.3727163654
2013-11-06,2239813.8002693695,1471460.695437772,1963994.7456059114,1325746.9557796828
2013-11-07,2219032.5123497075,1457691.5063925558,1950022.9960853874,1316210.4475690166
2013-11-08,2210039.713400054,1451668.4102885474,1943549.593512376,1311736.62251487
2013-11-11,2209851.4817668526,1451429.558235944,1944474.5613534208,1312256.793887608
2013-11-12,2200018.180252916,1444855.8569619893,1939934.2240420957,1309088.5341906925
2013-11-13,2211083.8920619735,1452008.5614967954,1950037.0352903728,1315802.1242520243
2013-11-14,2225677.4285058817,1461476.830582243,1960282.8647825248,1322611.1458550077
2013-11-15,2232691.353580781,1465966.4893420856,1965994.9769114056,1326360.1629465774
2013-11-18,2224830.013767759,1460688.4527530512,1964953.2967091703,1325552.1258433503
2013-11-19,2218130.979612701,1456174.3455633027,1957416.0555577464,1320362.3210041516
2013-11-20,2195610.44532001,1441274.3362135498,1944401.4649268982,1311478.6225364567
2013-11-21,2205033.4234483843,1447345.5168313615,1953674.2993020401,1317628.9675481548
2013-11-22,2207969.6074381904,1449157.908147968,1957458.616595185,1320076.6749708238
2013-11-25,2206459.5703708893,1448051.8121557739,1954665.1205868018,1318088.0209608702
2013-11-26,2203647.9590187036,1446091.687538233,1955096.4146067898,1318274.2450079685
2013-11-27,2207237.4995903037,1448332.4691883964,1958574.095207136,1320514.5360186049
2013-11-28,2207237.4995903037,1448217.5221670321,1958574.095207136,1320409.733277651
2013-11-29,2208061.9181196666,1448643.5035669117,1955008.5735725919,1317901.175074396
2013-12-02,2187774.6133584767,1435218.636876806,1945474.2066004856,1311369.3171693697
2013-12-03,2184142.793869148,1432722.1931545325,1941680.1329673366,1308707.8011674024
2013-12-04,2188787.5517349793,1435655.2856903716,1937461.0194796943,1305760.2195336416
2013-12-05,2178769.362571352,1428970.2793596622,1932994.1570389064,1302646.1265414613
2013-12-06,2193478.6956369565,1438504.1497928535,1945573.3882659622,1311019.8947293134
2013-12-09,2201105.831114074,1443391.9306419163,1948962.2369089767,1313199.4129454365
2013-12-10,2207213.9392370316,1447282.8141984576,1949157.7681748238,1313226.9385988095
2013-12-11,2182790.9009242747,1431153.6244622597,1929159.7797494074,1299649.255318633
2013-12-12,2165199.2592275077,1419506.0263995258,1920706.7504720632,1293851.4152870064
2013-12-13,2170596.1899683345,1422931.5984545622,1922527.736990037,1294975.405244479
2013-12-16,2178814.0509641003,1428205.8758006478,1928616.835181232,1298974.1215563354
2013-12-17,2175161.2437663926,1425698.1223005138,1929962.0986733004,1299777.0986868278
2013-12-18,2191691.568600002,1436419.687079322,1946559.0595964072,1310851.5445522796
2013-12-19,2172914.3750634985,1423999.241101795,1937491.248338449,1304641.064456962
2013-12-20,2186181.878426421,1432580.9603125947,1946741.3730760443,1310766.242596977
2013-12-23,2191098.7738970686,1435689.2509796321,1951121.5306016577,1313611.4304631986
2013-12-24,2193621.2799218665,1437228.146972003,1950058.1630126121,1312791.2530796863
2013-12-25,2193621.2799218665,1437114.0812460526,1950058.1630126121,1312687.0632976957
2013-12-26,2200628.2992413216,1441590.555410563,1953800.5896322331,1315102.10664792
2013-12-27,2204982.2589100325,1444328.3412359727,1956158.2349791601,1316584.6632564217
2013-12-30,2201584.7730167517,1441988.258648082,1959985.7064442395,1319056.2371373435
2013-12-31,2203739.4592644684,1443285.0859202268,1957654.631285788,1317382.7533738473
2014-01-01,2203739.4592644684,1443170.5394848362,1957654.631285788,1317278.1991870715
2014-01-02,2200635.111713608,1441023.0472414813,1950096.6541250024,1312087.9970314328
2014-01-03,2208030.88809744,1445751.5932559797,1952151.9002908675,1313366.6990471962
2014-01-06,2210479.080221997,1447239.8529460193,1954726.737075786,1314994.7595746708
2014-01-07,2215833.8075323324,1450630.8275673795,1962313.1047043337,1319993.9387910443
2014-01-08,2208851.286617625,1445944.479817549,1956518.5978606315,1315991.3723261098
2014-01-09,2211232.3319948637,1447388.3874227146,1958523.7421609587,1317235.6265048645
2014-01-10,2232988.8135501887,1461514.4787490598,1975139.6158355884,1328306.3484547678
2014-01-13,2224307.095888467,1455716.210736864,1966102.3842045092,1322123.2748544866
2014-01-14,2230137.071688073,1459416.153676706,1973446.1682562141,1326956.738233784
2014-01-15,2236527.735802061,1463482.4190132073,1979505.261822416,1330925.5941359657
2014-01-16,2238284.806287617,1464516.0169322947,1981734.1830953448,1332318.586228907
2014-01-17,2237767.5025673765,1464061.3122295488,1978448.5362623052,1330003.9084564734
2014-01-20,2237767.5025673765,1463945.1168873084,1978448.5362623052,1329898.3525907227
2014-01-21,2240232.014316031,1465441.211728108,1984220.9627046708,1333672.9871114297
2014-01-22,2239310.513834216,1464722.1100284357,1983993.6754509686,1333414.3713421102
2014-01-23,2244371.846984037,1467916.4556254528,1982505.1316312833,1332308.1153446184
2014-01-24,2220518.3245583884,1452198.716877316,1961412.5710037693,1318027.4878501312
2014-01-27,2206678.1727581243,1443032.1300570345,1952257.6737428822,1311770.9864488905
2014-01-28,2217441.918276633,1449956.4328365787,1962390.4233318598,1318475.3267004935
2014-01-29,2213473.0218635025,1447246.1471796117,1955801.7301176689,1313943.9268167794
2014-01-30,2216953.019980042,1449406.6309647071,1967116.5314033693,1321441.1392029182
2014-01-31,2212127.827722888,1446136.9690768193,1963328.9670110918,1318791.9076052827
2014-02-03,2193032.9916165792,1433539.3062687705,1944494.235487945,1306035.7237089267
2014-02-04,2203952.476573466,1440563.3697881848,1954059.7419385116,1312356.8220344803
2014-02-05,2202887.689874731,1439753.0657731341,1950733.6049389122,1310018.8155909968
2014-02-06,2218734.6306898836,1449995.9693512046,1964200.8412830639,1318958.7937001558
2014-02-07,2237972.1795419166,1462453.0870481634,1979259.7487426721,1328966.154910541
2014-02-10,2244467.437556712,1466581.4912901458,1982768.011596377,1331216.2906677087
2014-02-11,2261552.876074952,1477629.075184248,1991468.2160689288,1336951.8937649431
2014-02-12,2261980.967227171,1477791.5046245574,1990680.7094502165,1336317.1019280197
2014-02-13,2273389.885790609,1485127.8644976518,1999213.8284366333,1341939.2126616437
2014-02-14,2285093.6472400804,1492655.6643036434,2003942.2994054784,1345006.6174721173
2014-02-17,2285093.6472400804,1492537.199568381,2003942.2994054784,1344899.870915175
2014-02-18,2293817.6933721583,1498116.9629486143,2011788.997250456,1350059.263956787
2014-02-19,2282469.9489281457,1490586.731046332,2004616.708510946,1345138.979993788
2014-02-20,2290073.119624318,1495433.7468611575,2006638.8590933068,1346389.127501322
2014-02-21,2292074.2743413122,1496621.8296545488,2008967.6339475508,1347844.8030790219
2014-02-24,2304321.438474497,1504499.8997220735,2014867.1021494826,1351695.8679357176
2014-02-25,2306943.2050586627,1506092.2559651448,2017857.8927850858,1353594.9954441502
2014-02-26,2303873.6742881318,1503968.7758362726,2019794.1308103136,1354786.4110142118
2014-02-27,2307486.8827217836,1506208.115765214,2023151.1074389955,1356533.5886343096
2014-02-28,2311218.633835645,1508524.469595019,2027859.1560802788,1358972.876860978
2014-03-03,2310395.453998424,1507867.4587763809,2020657.7590570075,1354038.9947767146
2014-03-04,2323449.7930300063,1515278.1484013882,2033963.4106918164,1362072.674334614
2014-03-05,2324134.0415398516,1515538.9359076351,2034337.0862971966,1362186.383298689
2014-03-06,2328755.009579464,1517853.3318953854,2032588.4255631045,1360907.3749658023
2014-03-07,2315496.472705398,1509091.1191632343,2022629.9685780788,1354131.7413686048
2014-03-10,2310585.9444348044,1505770.984709503,2018654.518814014,1351362.7443670714
2014-03-11,2310909.0957000186,1505862.0714582189,2017052.8217429323,1350183.257502748
2014-03-12,2319264.580530622,1511187.2590029032,2020034.0297492964,1352071.6735905288
2014-03-13,2307562.686041434,1503442.5988383866,2010841.8765861199,1345811.7719881171
2014-03-14,2309610.323088869,1504657.3716635243,2009958.1508291156,1345113.5035238843
2014-03-17,2313672.5011252523,1507184.3688594506,2016294.1612592817,1349246.962731452
2014-03-18,2318777.152155317,1510390.048922885,2024855.4035262067,1354868.8205585077
2014-03-19,2288580.7875081175,1490601.064193069,2002570.0513296535,1339849.7431371303
2014-03-20,2289566.557972761,1491124.815671307,2004230.777342875,1340854.5396815639
2014-03-21,2294132.183779534,1493979.925165125,2007066.300560148,1342645.1218531171
2014-03-24,2282428.999722209,1486240.0324758727,2004140.8625897104,1340581.5645748484
2014-03-25,2294287.037206278,1493843.6270809947,2013585.9054378243,1346793.0137090196
2014-03-26,2284049.1018309803,1487058.9995777146,2009491.7876752033,1343947.7623451843
2014-03-27,2285735.928646284,1488039.2089133167,2013997.792187132,1346854.7148677618
2014-03-28,2292470.0923326155,1492305.1251290909,2018607.90540511,1349830.8204102027
2014-03-31,2298969.4871299146,1496417.5308320122,2027449.405166769,1355635.9480582583
2014-04-01,2305274.6587502873,1500402.8539104615,2032893.114323092,1359168.245441302
2014-04-02,2309566.7854376603,1503077.3326077538,2031848.083417547,1358361.6796663208
2014-04-03,2305518.319787749,1500323.2795580626,2029875.7734642823,1356935.314831535
2014-04-04,2309167.587848087,1502578.9789207887,2030176.4549103847,1357028.6216719295
2014-04-07,2302027.5503414758,1497813.6929927398,2026992.4045678298,1354792.6097084996
2014-04-08,2311474.1215501186,1503841.2282613027,2032038.2337354636,1358057.5964420103
2014-04-09,2321925.317041057,1510521.406228554,2040364.9631874843,1363249.0828228889
2014-04-10,2304042.9690440707,1498768.216836161,2024143.4096735646,1352302.6225778277
2014-04-11,2294987.2287879693,1492758.5540621153,2017273.7616402034,1347605.7787562644
2014-04-14,2306582.1936051133,1500181.9457508,2023911.906612905,1351933.326922712
2014-04-15,2305312.3208374004,1499236.9689660054,2030743.6284274138,1356389.486363867
2014-04-16,2318261.7533210623,1507539.5166927585,2041355.2773957201,1363345.535302112
2014-04-17,2313082.49646468,1504051.8582793262,2037050.653283368,1360362.4343641186
2014-04-18,2313082.49646468,1503932.4890842247,2037050.653283368,1360254.46909155
2014-04-21,2315972.8590194117,1505692.4009227622,2041181.6423346393,1362905.0085054124
2014-04-22,2319125.7773370235,1507622.7205179427,2045311.4416876857,1365112.5668265263
2014-04-23,2316197.5972738825,1505599.509763041,2043840.404636587,1364022.402855399
2014-04-24,2321855.4753459445,1509157.8120948714,2046070.609484743,1365344.550002665
2014-04-25,2317869.4840843813,1506447.2261720304,2040261.7279219558,1361359.9180230945
2014-04-28,2321670.3552787607,1508797.9577571007,2044797.14862253,1364278.1225553912
2014-04-29,2327509.115835427,1512472.6825295337,2050366.2100438087,1367377.306481987
2014-04-30,2331254.8919182424,1514786.7424635107,2056852.7435793842,1370751.1540816007
2014-05-01,2334348.9408660545,1516676.9511022978,2062157.996479648,1373492.5917512963
2014-05-02,2338237.8911133464,1518837.3183229319,2061999.8832276857,1373278.2736648677
2014-05-05,2343813.5127408877,1521638.2667990292,2062850.3962352118,1373687.093837521
2014-05-06,2336906.912964323,1517033.6355187257,2058039.1505178479,1370374.180862641
2014-05-07,2339481.8975034505,1518584.8208589626,2066541.6594771016,1375478.9672734425
2014-05-08,2340628.0945804236,1519208.3080644505,2067996.6036885784,1376166.3576827906
2014-05-09,2340328.806316825,1518893.479905834,2067643.509939531,1375822.168818903
2014-05-12,2351361.9441218567,1525074.4805003318,2073505.2894377713,1378924.0228838632
2014-05-13,2349991.9325664486,1524064.8643466032,2075044.4949051766,1379655.3549999474
2014-05-14,2353779.1895394414,1526134.9730775978,2076254.761187853,1380211.5032046263
2014-05-15,2345127.864548686,1520404.5359496018,2073542.8998014864,1378299.2251269482
2014-05-16,2350086.8684628466,1523498.914106129,2077945.5657797093,1380935.3572612507
2014-05-19,2348672.840393766,1522461.324643919,2075905.940626558,1379470.2903655143
2014-05-20,2343081.076396989,1518715.7901321047,2071802.3515120493,1376633.9127595178
2014-05-21,2345736.234935185,1520316.2522951476,2074507.1970545563,1378321.9231507916
2014-05-22,2347223.088446741,1521159.2503048442,2074447.1778915308,1378172.6552304742
2014-05-23,2354841.3199279695,1525975.6524267376,2082555.3414838896,1382947.0621494325
2014-05-26,2354841.3199279695,1525854.5432479735,2082555.3414838896,1382837.3044460872
2014-05-27,2354535.6197918467,1525535.3607199478,2091303.88736179,1387418.7534513595
2014-05-28,2349740.906136396,1522307.726888066,2091577.2346978337,1387475.739263433
2014-05-29,2354388.6928548394,1525198.032983954,2096089.7137562914,1389782.3762459483
2014-05-30,2355020.9434921765,1525486.564207557,2098098.2323307632,1390759.5117605708
2014-06-02,2352949.1646793,1524023.479986891,2096875.9566951576,1389838.928169396
2014-06-03,2350154.1654528417,1522092.182998282,2091188.429560118,1385958.8503726649
2014-06-04,2350565.8917385237,1522238.0391597408,2092100.518808047,1386453.351132674
2014-06-05,2369751.5717037967,1532860.5685191676,2106643.289319877,1394936.651662833
2014-06-06,2372047.181824545,1533951.16610668,2108531.0396429,1395848.0797005517
2014-06-09,2365789.0069353958,1529782.3987723605,2102212.8089670693,1391554.6278070093
2014-06-10,2363372.7858634135,1528098.5943510167,2096749.7304031008,1387827.9154684031
2014-06-11,2358822.948610739,1525035.5040550153,2093216.9338879671,1385379.430463098
2014-06-12,2361032.6049080775,1526343.0651843138,2092568.6338153325,1384840.407328096
2014-06-13,2364334.679674832,1528356.627955177,2093590.5828482022,1385406.8147221487
2014-06-16,2360368.5090844124,1525671.5121062968,2091917.461181459,1384189.694917787
2014-06-17,2360039.847088043,1525337.989794506,2090354.86331483,1383045.891554048
2014-06-18,2374869.470107053,1534631.5088595317,2104361.473017544,1392203.348689673
2014-06-19,2397243.443836411,1546100.452489572,2108473.6814857116,1394813.4110147809
2014-06-20,2397955.311602933,1546369.5822688655,2111054.2084641303,1396297.4569047096
2014-06-23,2395551.4877183908,1544696.700474997,2107482.5270117344,1393824.2513622774
2014-06-24,2392472.4632446878,1542588.6925491432,2106065.396833036,1392776.383990468
2014-06-25,2394007.4499223046,1543455.9745284219,2107791.9829077227,1393807.6665232955
2014-06-26,2393837.6976888785,1543224.0359658918,2109608.0224722624,1394897.929064465
2014-06-27,2398450.036728866,1546074.9726800916,2113905.770185279,1397362.647229913
2014-06-30,2403072.7302042465,1548419.6142251012,2113700.6520894156,1397116.1554883104
2014-07-01,2410228.933890207,1552010.18103121,2119735.8700954015,1400268.0800172884
2014-07-02,2408368.79555457,1550689.213329649,2116371.6112726205,1397934.5649695247
2014-07-03,2405931.6424245946,1548996.920021483,2115153.609770623,1397019.0868616642
2014-07-04,2405931.6424245946,1548873.9837579892,2115153.609770623,1396908.212330961
2014-07-07,2402566.270749683,1546584.5216187276,2113693.5256403266,1395833.0650919066
2014-07-08,2398240.657659042,1543677.284943569,2111657.024765384,1394377.4278202455
2014-07-09,2405710.223314662,1548362.7115585832,2115756.6487089917,1396973.8422777336
2014-07-10,2404349.8963142494,1547364.2922491585,2113145.7017085487,1395139.0374131356
2014-07-11,2407048.6356961485,1548978.3097045845,2115423.2866452215,1396532.0170448099
2014-07-14,2402890.031627176,1546179.2397515893,2120881.8158743577,1400024.7204160322
2014-07-15,2396137.10551664,1541711.2453809923,2118566.9226680333,1398385.5129014545
2014-07-16,2404783.5626838924,1547152.1500724591,2125330.6189535423,1402244.807042523
2014-07-17,2401671.896027118,1545027.4246467631,2117836.630282129,1397189.1544788019
2014-07-18,2410514.289379039,1550593.2324918641,2127978.1233049612,1403464.04939514
2014-07-21,2407015.4981463477,1548219.5286544932,2124303.864507654,1400929.381807037
2014-07-22,2411080.155253701,1550711.0874048958,2130440.8994035847,1404585.1537522397
2014-07-23,2413520.1098859543,1552127.8738875876,2132962.2940088552,1405825.844354821
2014-07-24,2407218.1142961895,1547951.893811582,2129981.5304742684,1403749.663050301
2014-07-25,2407091.498024927,1547747.6204044144,2126582.9912569625,1401398.4704741603
2014-07-28,2409353.3949617036,1549079.1715458771,2128799.9947178257,1402748.2330947637
2014-07-29,2403152.946587197,1544969.688028961,2125184.1430825545,1400254.2800888668
2014-07-30,2396711.705558911,1540706.0440104473,2117758.4495669575,1395250.4625974908
2014-07-31,2366454.072372566,1521132.8997103465,2095785.4218134244,1380663.1590478676
2014-08-01,2367183.7896935875,1521481.229838826,2095535.4133094845,1380388.8818089457
2014-08-04,2374906.43837497,1526324.1244858182,2103928.8009145297,1385808.290691892
2014-08-05,2359132.5720390705,1516065.311346387,2090564.8784427887,1376895.8052949887
2014-08-06,2365205.379592829,1519847.5980700958,2090233.8196835853,1376568.484668803
2014-08-07,2363128.5040545906,1518392.4043337943,2088595.087693818,1375380.0109680186
2014-08-08,2373785.0979438224,1525119.1298906335,2097619.9865473937,1381213.9231905614
2014-08-11,2378863.855660998,1528261.109658871,2102671.1680454095,1384430.3402888903
2014-08-12,2376508.5963747036,1526626.7223438923,2099883.3062027753,1382484.8946731365
2014-08-13,2391641.2709096908,1536226.521627829,2113928.0932382285,1391621.7379078972
2014-08-14,2397508.9898335594,1539873.6195776777,2119597.1710347678,1395243.3069949332
2014-08-15,2395177.7906180522,1538254.123250672,2122025.7075180146,1396731.1787003486
2014-08-18,2403527.8713554908,1543494.7087723813,2129847.4097697507,1401768.6225216722
2014-08-19,2406608.403086096,1545350.4614452105,2133083.7222560723,1403787.364617502
2014-08-20,2405359.4139548377,1544425.8037833222,2132284.8316445732,1403150.2011502099
2014-08-21,2403868.958024305,1543346.242928911,2136464.5696899197,1405789.3169725763
2014-08-22,2398224.752537585,1539600.0287622563,2130411.1122667394,1401694.5837890364
2014-08-25,2401312.881547327,1541460.3395098213,2135037.416363277,1404627.194538507
2014-08-26,2404931.99314354,1543661.1959337092,2136051.335798795,1405182.767175016
2014-08-27,2407206.0743443263,1544998.3547302908,2139361.0549165546,1406963.9805738262
2014-08-28,2408022.942033138,1545400.019649476,2138299.668881834,1406154.289699817
2014-08-29,2411252.555367092,1547350.0420097543,2141691.2090958636,1408011.180406335
2014-09-01,2411252.555367092,1547227.2364508647,2141691.2090958636,1407899.4334872551
2014-09-02,2400328.8464231817,1540095.0297148763,2136894.985261184,1404634.766204676
2014-09-03,2407350.0560991038,1544477.7369056419,2142004.821167723,1407882.110787921
2014-09-04,2398209.9486219194,1538491.162720991,2134700.7425971488,1402969.5998781184
